age,job,marital,education,Account_Balance,Channel,month,Campaign_Contacts,Previous_Outcome,Converted,Month_No
51,entrepreneur,married,tertiary,3,cellular,nov,2,unknown,0,11
36,management,married,primary,3953,cellular,nov,1,unknown,0,11
59,retired,married,primary,741,cellular,nov,2,failure,0,11
58,management,divorced,unknown,3498,cellular,nov,1,unknown,0,11
30,management,married,tertiary,5204,cellular,nov,1,unknown,0,11
32,services,married,secondary,264,cellular,nov,1,unknown,1,11
48,housemaid,divorced,secondary,57,cellular,nov,1,unknown,0,11
34,technician,single,secondary,4943,cellular,nov,2,unknown,0,11
57,technician,married,secondary,6164,cellular,nov,2,unknown,0,11
55,management,married,tertiary,12675,cellular,nov,2,unknown,0,11
47,blue-collar,married,secondary,310,cellular,nov,2,unknown,0,11
43,blue-collar,married,primary,12618,cellular,nov,1,unknown,0,11
34,housemaid,married,tertiary,4958,cellular,nov,1,failure,0,11
39,entrepreneur,married,tertiary,5848,cellular,nov,1,unknown,0,11
53,technician,married,primary,6839,cellular,nov,1,unknown,0,11
30,admin.,married,secondary,2074,cellular,nov,1,unknown,0,11
50,management,divorced,secondary,2,cellular,nov,1,unknown,0,11
44,blue-collar,married,primary,612,cellular,nov,1,unknown,0,11
30,technician,married,secondary,2278,telephone,nov,1,unknown,0,11
53,technician,married,secondary,2052,cellular,nov,1,unknown,0,11
50,self-employed,married,tertiary,4012,cellular,nov,3,unknown,0,11
46,entrepreneur,single,tertiary,1410,cellular,nov,1,failure,0,11
33,management,single,tertiary,1998,cellular,nov,1,unknown,0,11
59,management,married,tertiary,1881,cellular,nov,2,unknown,0,11
32,self-employed,single,tertiary,1249,cellular,nov,1,unknown,1,11
32,management,married,tertiary,6449,telephone,nov,1,unknown,0,11
44,technician,married,primary,7800,cellular,nov,1,unknown,0,11
57,management,married,tertiary,1172,cellular,nov,3,unknown,0,11
36,self-employed,married,tertiary,16430,cellular,nov,1,failure,0,11
31,self-employed,single,secondary,203,cellular,nov,1,unknown,0,11
47,admin.,married,secondary,2524,cellular,nov,1,unknown,0,11
33,housemaid,married,primary,2293,cellular,nov,2,unknown,0,11
38,blue-collar,married,primary,190,telephone,nov,1,other,1,11
48,management,married,secondary,0,cellular,nov,4,unknown,0,11
30,admin.,single,unknown,0,cellular,nov,2,unknown,0,11
52,self-employed,divorced,secondary,1291,cellular,nov,1,failure,0,11
41,entrepreneur,divorced,tertiary,0,cellular,nov,10,unknown,0,11
41,management,married,tertiary,-608,cellular,nov,6,unknown,0,11
34,admin.,married,secondary,131,cellular,nov,1,unknown,0,11
30,entrepreneur,married,secondary,946,cellular,nov,1,other,0,11
29,blue-collar,married,secondary,659,telephone,nov,1,unknown,0,11
47,management,single,tertiary,0,cellular,nov,2,unknown,0,11
57,blue-collar,married,secondary,5935,cellular,nov,2,failure,0,11
33,unemployed,married,secondary,-108,cellular,nov,3,unknown,0,11
37,technician,married,secondary,332,cellular,nov,2,unknown,0,11
54,unemployed,married,tertiary,1180,cellular,nov,2,unknown,0,11
41,blue-collar,married,secondary,1449,cellular,nov,1,unknown,0,11
34,admin.,single,secondary,5057,cellular,nov,1,unknown,0,11
32,technician,single,tertiary,550,cellular,nov,1,unknown,1,11
35,admin.,married,secondary,3187,cellular,nov,2,failure,0,11
32,services,single,primary,-56,cellular,nov,1,unknown,0,11
43,technician,married,primary,4844,cellular,nov,1,unknown,0,11
37,technician,single,tertiary,3943,cellular,nov,1,unknown,0,11
59,management,married,primary,2769,cellular,nov,1,failure,0,11
52,management,married,tertiary,40,cellular,nov,3,unknown,1,11
33,blue-collar,married,primary,3512,cellular,nov,1,failure,0,11
33,admin.,married,unknown,2780,cellular,nov,1,unknown,1,11
41,management,married,tertiary,217,cellular,nov,1,unknown,0,11
49,blue-collar,married,primary,6429,cellular,nov,1,unknown,0,11
56,services,married,primary,444,cellular,nov,1,failure,0,11
51,unemployed,married,secondary,2439,cellular,nov,1,unknown,0,11
36,unemployed,single,tertiary,536,cellular,nov,1,unknown,0,11
42,management,single,tertiary,515,cellular,nov,2,unknown,0,11
38,management,married,tertiary,5432,cellular,nov,1,failure,0,11
52,services,divorced,secondary,3204,cellular,nov,1,unknown,0,11
56,self-employed,married,tertiary,0,cellular,nov,1,unknown,0,11
48,self-employed,married,secondary,1175,cellular,nov,1,unknown,0,11
40,admin.,married,secondary,67,cellular,nov,2,failure,0,11
37,blue-collar,married,primary,3574,cellular,nov,1,failure,0,11
36,admin.,single,tertiary,2622,cellular,nov,1,failure,0,11
30,entrepreneur,married,secondary,12737,cellular,nov,2,unknown,1,11
50,management,married,secondary,2910,telephone,nov,1,failure,0,11
38,blue-collar,married,primary,2240,cellular,nov,1,failure,0,11
47,blue-collar,divorced,primary,551,cellular,nov,2,unknown,0,11
32,technician,single,tertiary,0,cellular,nov,2,unknown,0,11
41,technician,single,secondary,2004,cellular,nov,1,unknown,0,11
32,admin.,married,secondary,269,cellular,nov,1,unknown,0,11
55,unemployed,married,secondary,4733,cellular,nov,1,other,0,11
52,admin.,married,primary,2390,cellular,nov,2,unknown,0,11
31,admin.,married,secondary,8295,cellular,nov,1,unknown,0,11
37,technician,married,secondary,5902,cellular,nov,1,failure,0,11
31,admin.,divorced,tertiary,-2,cellular,nov,1,unknown,0,11
53,self-employed,married,tertiary,2580,cellular,nov,5,unknown,0,11
57,blue-collar,single,primary,3495,cellular,nov,3,unknown,0,11
34,admin.,married,tertiary,899,telephone,nov,3,success,0,11
44,management,single,tertiary,709,cellular,nov,1,unknown,0,11
50,admin.,married,secondary,167,cellular,nov,1,failure,0,11
35,technician,married,secondary,0,cellular,nov,4,unknown,1,11
54,unknown,divorced,tertiary,2272,telephone,nov,1,failure,0,11
50,management,married,tertiary,5794,cellular,nov,1,unknown,0,11
56,admin.,divorced,secondary,-429,cellular,nov,2,failure,0,11
56,admin.,married,secondary,0,telephone,nov,2,unknown,0,11
31,management,married,tertiary,5238,cellular,nov,2,unknown,0,11
40,technician,married,tertiary,1759,cellular,nov,2,unknown,0,11
48,blue-collar,married,secondary,4770,cellular,nov,2,unknown,0,11
43,management,married,primary,8167,telephone,nov,2,failure,0,11
52,blue-collar,married,secondary,6933,cellular,nov,2,unknown,0,11
41,services,married,primary,4903,cellular,nov,2,unknown,0,11
40,blue-collar,married,secondary,1708,cellular,nov,2,other,0,11
32,management,married,tertiary,913,cellular,nov,3,unknown,0,11
33,admin.,divorced,secondary,1762,cellular,nov,2,unknown,0,11
36,admin.,married,secondary,1207,cellular,nov,2,unknown,1,11
59,management,married,tertiary,10114,cellular,nov,3,unknown,0,11
36,entrepreneur,married,secondary,227,cellular,nov,2,unknown,0,11
31,self-employed,single,tertiary,3361,cellular,nov,2,unknown,0,11
42,management,single,tertiary,3445,cellular,nov,3,unknown,0,11
34,management,married,tertiary,1006,cellular,nov,3,other,1,11
56,blue-collar,divorced,primary,7396,cellular,nov,2,unknown,0,11
37,management,single,tertiary,5340,cellular,nov,2,failure,0,11
32,management,single,tertiary,2515,cellular,nov,2,unknown,0,11
40,management,married,tertiary,12212,cellular,nov,3,unknown,0,11
53,blue-collar,single,secondary,2430,cellular,nov,2,failure,0,11
33,technician,married,secondary,0,cellular,nov,2,unknown,0,11
40,housemaid,married,secondary,0,cellular,nov,3,unknown,0,11
37,services,married,primary,-483,cellular,nov,3,unknown,0,11
30,management,single,tertiary,19358,cellular,nov,2,unknown,0,11
48,management,married,tertiary,879,cellular,nov,3,unknown,0,11
47,management,divorced,tertiary,6333,telephone,nov,4,unknown,0,11
56,management,married,tertiary,3610,cellular,nov,4,unknown,0,11
31,student,single,unknown,2144,cellular,nov,2,unknown,0,11
51,unemployed,divorced,secondary,-56,cellular,nov,3,unknown,0,11
49,unemployed,married,primary,126,cellular,nov,2,unknown,0,11
35,management,married,tertiary,376,cellular,nov,4,unknown,0,11
34,technician,married,secondary,7171,cellular,nov,2,unknown,0,11
42,entrepreneur,divorced,secondary,3780,cellular,nov,3,unknown,0,11
46,technician,divorced,secondary,111,cellular,nov,3,other,0,11
30,blue-collar,married,secondary,913,cellular,nov,2,unknown,0,11
30,blue-collar,married,secondary,631,cellular,nov,2,unknown,0,11
40,admin.,single,secondary,664,cellular,nov,2,success,0,11
44,entrepreneur,married,secondary,6649,cellular,nov,2,unknown,0,11
32,technician,married,tertiary,0,cellular,nov,4,unknown,0,11
53,technician,married,unknown,6921,cellular,nov,3,other,0,11
43,admin.,married,secondary,388,cellular,nov,2,unknown,0,11
50,management,married,tertiary,-470,cellular,nov,2,failure,0,11
50,management,married,tertiary,1597,cellular,nov,2,unknown,0,11
57,management,married,tertiary,12048,telephone,nov,3,unknown,0,11
30,management,married,tertiary,2451,cellular,nov,2,failure,0,11
58,retired,divorced,primary,2538,cellular,nov,2,failure,1,11
33,admin.,married,secondary,581,cellular,nov,2,unknown,0,11
44,unemployed,married,secondary,1543,cellular,nov,2,unknown,0,11
43,self-employed,divorced,secondary,347,cellular,nov,3,unknown,1,11
32,technician,married,secondary,1119,cellular,nov,2,unknown,0,11
54,retired,married,secondary,2626,cellular,nov,2,failure,0,11
35,management,single,tertiary,1902,cellular,nov,5,unknown,0,11
53,management,married,tertiary,1014,cellular,nov,2,unknown,0,11
46,services,divorced,secondary,15,cellular,nov,3,unknown,0,11
56,technician,single,secondary,751,cellular,nov,5,unknown,0,11
31,student,single,secondary,93,cellular,nov,2,unknown,0,11
42,management,divorced,tertiary,16,cellular,nov,3,unknown,0,11
47,blue-collar,married,secondary,3696,cellular,nov,3,failure,0,11
42,management,married,tertiary,3713,cellular,nov,2,unknown,1,11
37,management,single,tertiary,6964,cellular,nov,3,unknown,0,11
39,management,married,tertiary,12855,cellular,nov,4,failure,0,11
39,self-employed,divorced,tertiary,155,cellular,nov,2,unknown,0,11
40,blue-collar,married,secondary,0,cellular,nov,2,unknown,0,11
54,management,married,tertiary,17008,cellular,nov,2,unknown,0,11
39,admin.,married,secondary,-982,cellular,nov,3,other,0,11
39,management,single,tertiary,633,cellular,nov,2,failure,0,11
42,services,single,secondary,838,cellular,nov,2,unknown,0,11
39,management,married,unknown,548,cellular,nov,2,unknown,0,11
39,blue-collar,married,secondary,747,cellular,nov,2,other,0,11
54,entrepreneur,married,unknown,1956,cellular,nov,5,unknown,0,11
52,admin.,married,secondary,1648,cellular,nov,3,unknown,0,11
34,unemployed,single,secondary,9895,cellular,nov,2,unknown,0,11
42,technician,single,secondary,2036,cellular,nov,2,unknown,0,11
50,blue-collar,married,tertiary,1784,cellular,nov,3,failure,0,11
43,admin.,single,secondary,733,cellular,nov,3,unknown,1,11
59,retired,divorced,secondary,21,telephone,nov,2,unknown,0,11
52,technician,married,unknown,9687,cellular,nov,3,failure,0,11
39,management,divorced,tertiary,1315,cellular,nov,4,failure,0,11
54,management,married,tertiary,0,cellular,nov,3,unknown,0,11
37,admin.,married,unknown,497,telephone,nov,2,unknown,0,11
33,management,single,tertiary,923,cellular,nov,3,failure,0,11
45,management,married,tertiary,7154,cellular,nov,3,failure,0,11
55,entrepreneur,divorced,tertiary,372,cellular,nov,5,unknown,0,11
46,management,married,tertiary,1388,cellular,nov,5,unknown,0,11
56,entrepreneur,married,secondary,196,cellular,nov,3,unknown,0,11
59,entrepreneur,married,primary,0,telephone,nov,2,failure,0,11
56,management,divorced,tertiary,382,cellular,nov,2,unknown,0,11
53,management,married,tertiary,2578,cellular,nov,4,failure,0,11
37,management,married,secondary,510,cellular,nov,2,failure,0,11
33,services,single,secondary,3910,cellular,nov,2,unknown,0,11
54,self-employed,married,primary,277,cellular,nov,5,failure,0,11
42,blue-collar,married,primary,792,cellular,nov,2,other,0,11
36,blue-collar,married,secondary,0,telephone,nov,2,unknown,0,11
57,retired,divorced,tertiary,3875,cellular,nov,2,unknown,0,11
44,technician,married,secondary,16486,cellular,nov,3,unknown,0,11
32,blue-collar,married,secondary,0,cellular,nov,2,unknown,0,11
35,self-employed,single,secondary,951,cellular,nov,2,unknown,0,11
32,admin.,single,secondary,375,cellular,nov,3,unknown,0,11
57,unemployed,married,secondary,839,telephone,nov,2,unknown,0,11
39,management,divorced,tertiary,4692,telephone,nov,2,success,0,11
32,management,single,tertiary,586,cellular,nov,4,unknown,0,11
34,services,married,secondary,2048,cellular,nov,2,unknown,0,11
49,technician,single,secondary,3972,cellular,nov,2,unknown,0,11
39,housemaid,married,secondary,4136,cellular,nov,2,failure,0,11
33,admin.,single,secondary,0,cellular,nov,2,unknown,0,11
36,technician,married,secondary,4613,cellular,nov,2,unknown,0,11
32,services,single,secondary,80,telephone,nov,2,unknown,0,11
31,services,married,secondary,395,telephone,nov,3,failure,0,11
50,self-employed,single,secondary,0,telephone,nov,2,unknown,0,11
37,blue-collar,single,secondary,0,cellular,nov,3,unknown,0,11
45,unemployed,married,tertiary,1148,cellular,nov,2,unknown,0,11
59,retired,married,secondary,17769,cellular,nov,3,unknown,0,11
33,management,married,tertiary,621,cellular,nov,3,failure,0,11
47,technician,divorced,primary,3524,cellular,nov,4,unknown,0,11
31,services,married,secondary,283,cellular,nov,2,unknown,0,11
31,self-employed,single,tertiary,217,cellular,nov,4,unknown,0,11
33,blue-collar,married,secondary,0,cellular,nov,2,unknown,0,11
40,admin.,married,unknown,9110,telephone,nov,3,unknown,0,11
42,admin.,married,secondary,529,cellular,nov,3,unknown,0,11
53,management,married,tertiary,32464,cellular,nov,4,unknown,0,11
31,management,single,tertiary,8436,cellular,nov,2,unknown,0,11
31,services,married,secondary,1020,cellular,nov,6,unknown,0,11
32,unemployed,married,secondary,0,cellular,nov,3,unknown,0,11
50,housemaid,married,primary,5296,cellular,nov,7,unknown,0,11
33,management,married,tertiary,516,cellular,nov,4,unknown,0,11
49,blue-collar,married,secondary,4259,cellular,nov,3,failure,0,11
41,self-employed,married,secondary,3123,cellular,nov,2,unknown,0,11
41,self-employed,divorced,tertiary,4717,cellular,nov,2,unknown,0,11
30,unemployed,married,secondary,19,cellular,nov,5,unknown,0,11
40,management,married,tertiary,3352,cellular,nov,2,success,1,11
37,housemaid,divorced,secondary,226,cellular,nov,2,other,0,11
35,management,married,tertiary,552,cellular,nov,2,failure,0,11
36,technician,married,secondary,72,cellular,nov,3,unknown,0,11
35,unemployed,married,secondary,759,cellular,nov,3,unknown,0,11
30,technician,single,secondary,1416,telephone,nov,2,unknown,0,11
49,management,married,unknown,0,cellular,nov,2,unknown,0,11
49,management,married,tertiary,0,cellular,nov,3,unknown,0,11
35,services,married,primary,31,cellular,nov,3,failure,0,11
56,admin.,married,unknown,1933,telephone,nov,2,unknown,0,11
32,blue-collar,married,secondary,254,cellular,nov,3,unknown,1,11
30,self-employed,single,tertiary,189,cellular,nov,4,unknown,0,11
44,blue-collar,married,secondary,6491,cellular,nov,2,failure,0,11
30,management,single,tertiary,508,cellular,nov,4,unknown,0,11
31,management,married,tertiary,35,cellular,nov,2,unknown,0,11
46,self-employed,divorced,tertiary,926,cellular,nov,2,other,0,11
49,unemployed,married,secondary,8399,cellular,nov,2,unknown,0,11
45,entrepreneur,married,tertiary,3689,cellular,nov,2,failure,0,11
32,management,single,tertiary,509,cellular,nov,2,unknown,0,11
30,technician,single,secondary,383,cellular,nov,3,unknown,0,11
36,services,married,tertiary,45,cellular,nov,3,unknown,0,11
50,management,single,unknown,4666,cellular,nov,3,other,0,11
44,management,married,tertiary,-367,cellular,nov,5,unknown,0,11
33,admin.,married,secondary,353,cellular,nov,2,unknown,0,11
34,management,married,tertiary,1036,cellular,nov,7,unknown,0,11
36,management,married,tertiary,9269,cellular,nov,2,unknown,0,11
49,technician,married,secondary,0,cellular,nov,2,unknown,0,11
44,blue-collar,single,primary,1593,cellular,nov,2,success,0,11
45,technician,single,secondary,792,cellular,nov,5,unknown,0,11
56,management,married,tertiary,0,cellular,nov,2,unknown,0,11
31,admin.,divorced,secondary,525,telephone,nov,7,unknown,0,11
58,blue-collar,married,secondary,1507,cellular,nov,6,other,0,11
37,technician,married,secondary,5287,cellular,nov,4,failure,0,11
51,entrepreneur,married,tertiary,3188,cellular,nov,3,unknown,0,11
53,admin.,married,secondary,2924,cellular,nov,6,unknown,0,11
53,entrepreneur,married,primary,1034,cellular,nov,2,other,0,11
41,technician,single,tertiary,0,cellular,nov,6,unknown,0,11
52,blue-collar,married,secondary,8979,telephone,nov,3,unknown,0,11
47,self-employed,married,primary,10697,cellular,nov,2,unknown,0,11
40,entrepreneur,married,secondary,1349,cellular,nov,3,unknown,0,11
38,self-employed,divorced,secondary,2,cellular,nov,2,unknown,0,11
40,blue-collar,married,secondary,6767,cellular,nov,2,unknown,0,11
54,admin.,divorced,secondary,459,telephone,nov,3,unknown,0,11
55,entrepreneur,married,tertiary,625,telephone,nov,2,failure,0,11
52,management,divorced,tertiary,427,telephone,nov,3,unknown,0,11
58,services,married,secondary,50,cellular,nov,7,unknown,0,11
52,management,single,tertiary,638,cellular,nov,2,unknown,0,11
32,blue-collar,single,primary,1959,cellular,nov,3,unknown,0,11
